countrycode,countryname,indicator_id,year,type,metadata,indicator_label_en,value,magnitude,qualifier,region,regionname,adminregion,adminregionname,incomelevel,incomelevelname,lendingtype,lendingtypename,cmu,_merge
FRA,France,ADMI.ENDOFPRIM.MAT,2022,Source:Data sources,Cycle des Evaluations Disciplinaires Realisees sur Echantillons (CEDRE) (2019); Evaluation de debut de sixieme (2021); Evaluation de debut de sixieme (2022); Evaluation des Acquis des Eleves (2018); Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRA,France,ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,Cycle des Evaluations Disciplinaires Realisees sur Echantillons (CEDRE) (2014); Evaluation des Acquis des Eleves (2010); Evaluation des Acquis des Eleves (2011); Evaluation des Acquis des Eleves (2012); Evaluation des Acquis des Eleves (2013), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRA,France,ADMI.ENDOFPRIM.READ,2021,Source:Data sources,Evaluation de debut de sixieme (2021); Evaluation des Acquis des Eleves (2017); Evaluation des Acquis des Eleves (2018); Evaluation des Acquis des Eleves (2019); Progress in International Reading Literacy Study(PIRLS) (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRA,France,ADMI.ENDOFPRIM.MAT,2018,Source:Data sources,Cycle des Evaluations Disciplinaires Realisees sur Echantillons (CEDRE) (2014); Evaluation des Acquis des Eleves (2015); Evaluation des Acquis des Eleves (2016); Evaluation des Acquis des Eleves (2017); Evaluation des Acquis des Eleves (2018); Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRA,France,ADMI.ENDOFPRIM.READ,2022,Source:Data sources,Evaluation de debut de sixieme (2021); Evaluation de debut de sixieme (2022); Evaluation des Acquis des Eleves (2018); Evaluation des Acquis des Eleves (2019); Progress in International Reading Literacy Study(PIRLS) (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRA,France,ADMI.ENDOFPRIM.READ,2016,Source:Data sources,Cycle des Evaluations Disciplinaires Realisees sur Echantillons (CEDRE) (2015); Evaluation des Acquis des Eleves (2012); Evaluation des Acquis des Eleves (2013); Evaluation des Acquis des Eleves (2014); Evaluation des Acquis des Eleves (2016); Progress in International Reading Literacy Study(PIRLS) (2016), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRA,France,ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,Cycle des Evaluations Disciplinaires Realisees sur Echantillons (CEDRE) (2019); Evaluation des Acquis des Eleves (2016); Evaluation des Acquis des Eleves (2017); Evaluation des Acquis des Eleves (2018); Trends in International Mathematics and Science Study (TIMSS) G4 (2019), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRA,France,ADMI.ENDOFPRIM.READ,2015,Source:Data sources,Cycle des Evaluations Disciplinaires Realisees sur Echantillons (CEDRE) (2015); Evaluation des Acquis des Eleves (2011); Evaluation des Acquis des Eleves (2012); Evaluation des Acquis des Eleves (2013); Evaluation des Acquis des Eleves (2014); Progress in International Reading Literacy Study(PIRLS) (2011), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRA,France,ADMI.ENDOFPRIM.MAT,2015,Source:Data sources,Cycle des Evaluations Disciplinaires Realisees sur Echantillons (CEDRE) (2014); Evaluation des Acquis des Eleves (2011); Evaluation des Acquis des Eleves (2012); Evaluation des Acquis des Eleves (2013); Evaluation des Acquis des Eleves (2015); Trends in International Mathematics and Science Study (TIMSS) G4 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.MAT,2015,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.MAT,2014,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.READ,2019,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.READ,2021,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.READ,2015,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.MAT,2019,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.MAT,2018,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.MAT,2020,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.READ,2014,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.READ,2022,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.READ,2016,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.READ,2020,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.MAT,2016,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.MAT,2017,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.READ,2018,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.MAT,2021,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.MAT,2022,,, Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FRO,Faroe Islands,ADMI.ENDOFPRIM.READ,2017,,, Administration of a nationally-representative learning assessment at the end of primary in reading (number),0,,,ECS,Europe and Central Asia,,,HIC,High income,LNX,Not classified,,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.MAT,2020,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.MAT,2019,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.READ,2019,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.READ,2017,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.READ,2022,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.MAT,2014,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2012 (2012), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.MAT,2022,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2021), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.READ,2021,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2021), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.MAT,2017,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.MAT,2018,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.MAT,2016,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2012 (2012); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.MAT,2021,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2021), Administration of a nationally-representative learning assessment at the end of primary in mathematics (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.READ,2014,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2012 (2012), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.READ,2018,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2018 (2018), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
FSM,"Micronesia, Fed Sts",ADMI.ENDOFPRIM.READ,2015,Source:Data sources,Pacific Islands Literacy and Numeracy Assessment (PILNA) 2012 (2012); Pacific Islands Literacy and Numeracy Assessment (PILNA) 2015 (2015), Administration of a nationally-representative learning assessment at the end of primary in reading (number),1,,,EAS,East Asia and Pacific,EAP,East Asia and Pacific (excluding high income),LMC,Lower middle income,IDX,IDA,EACNF,Matched (3)
